Nation,State,County,Place,Latitude,Longitude,Elevation (meters)
United States of America,California,Kern,Lake Isabella,35.6324,-118.476259,812.3560791
United States of America,California,Kern,Lake of the Woods,34.81833,-119.000164,1572.03064
United States of America,California,Kern,Lamont,35.261102,-118.91332,123.312088
United States of America,California,Kern,Lebec,34.8494435,-118.8796565,1087.061523
United States of America,California,Kern,Lost Hills,35.614199,-119.689247,89.99448395
United States of America,California,Kern,Maricopa,35.058276,-119.401164,269.8320007
United States of America,California,Kern,McFarland,35.678428,-119.230236,107.4982986
United States of America,California,Kern,McKittrick,35.302498,-119.628039,336.99646
United States of America,California,Kern,Mettler,35.062659,-118.971781,164.7700043
United States of America,California,Kern,Mexican Colony,35.468929,-119.268712,102
United States of America,California,Kern,Mojave,35.0355315,-118.214748,882.5032959
United States of America,California,Kern,Mountain Mesa,35.638036,-118.405381,809.185791
United States of America,California,Kern,North Edwards,35.050448,-117.808832,721.9716187
United States of America,California,Kern,Oildale,35.419957,-119.028867,144.319397
United States of America,California,Kern,Onyx,35.687683,-118.217511,865.0183716
United States of America,California,Kern,Pine Mountain Club,34.849331,-119.158141,1656.576172
United States of America,California,Kern,Randsburg,35.367588,-117.654189,1083.716064
United States of America,California,Kern,Ridgecrest,35.620932,-117.675749,701.8398438
United States of America,California,Kern,Rosamond,34.865786,-118.206856,729.2185669
United States of America,California,Kern,Rosedale,35.3705545,-119.1964995,105.9486389
United States of America,California,Kern,Rosedale,35.3963961,-119.1767206,
United States of America,California,Kern,Shafter,35.495893,-119.247908,109.3069077
United States of America,California,Kern,Shafter,35.4949197,-119.2647247,
United States of America,California,Kern,Smith Corner,35.478831,-119.277122,104
United States of America,California,Kern,South Taft,35.132373,-119.457959,325.6946716
United States of America,California,Kern,Squirrel Mountain Valley,35.623606,-118.408211,878.7332153
United States of America,California,Kern,Stallion Springs,35.078784,-118.63587,1153.383423
United States of America,California,Kern,Taft,35.126267,-119.442116,320.5270081
United States of America,California,Kern,Taft Heights,35.134597,-119.470131,352.0223083
United States of America,California,Kern,Tehachapi,35.128558,-118.448899,1216.806641
United States of America,California,Kern,Tehachapi,35.1188191,-118.517561,
United States of America,California,Kern,Tupman,35.298609,-119.351396,98.20697784
United States of America,California,Kern,Valley Acres,35.209031,-119.410318,130.7920074
United States of America,California,Kern,Wasco,35.593589,-119.343162,99.56040192
United States of America,California,Kern,Wasco,35.6450736,-119.7489717,
United States of America,California,Kern,Weedpatch,35.241084,-118.915204,118.1026688
United States of America,California,Kern,Weldon,35.64183,-118.333721,876.052002
United States of America,California,Kern,West Kern,35.1245784,-119.3685308,
United States of America,California,Kern,Wofford Heights,35.709182,-118.463835,868.7306519
United States of America,California,Kings,Armona,36.312673,-119.708239,72.47686768
United States of America,California,Kings,Avenal,36.049899,-120.099223,309.9917908
United States of America,California,Kings,Avenal,35.9048358,-120.0793193,
United States of America,California,Kings,Corcoran,36.078824,-119.555551,61.80874252
United States of America,California,Kings,Corcoran,36.1015842,-119.5721903,
United States of America,California,Kings,Grangeville,36.343897,-119.707466,75
United States of America,California,Kings,Hanford,36.333273,-119.646889,76.4393158
United States of America,California,Kings,Hanford,36.2485451,-119.6345299,
United States of America,California,Kings,Hanford Northeast,36.3928943,-119.5983712,
United States of America,California,Kings,Hardwick,36.402595,-119.72077,76
United States of America,California,Kings,Home Garden,36.303291,-119.63471,75.2201004
United States of America,California,Kings,Kettleman City,36.00865,-119.962885,76.91178131
United States of America,California,Kings,Lemoore,36.303874,-119.786449,69.44083405
United States of America,California,Kings,Lemoore,36.3236707,-119.8575931,
United States of America,California,Kings,Lemoore Station,36.260534,-119.891936,67.62601471
United States of America,California,Kings,Stratford,36.01376,-119.7891118,
United States of America,California,Kings,Stratford,36.190007,-119.823647,61.83374405
United States of America,California,Lake,Clearlake,38.952773,-122.63112,429.2775269
United States of America,California,Lake,Clearlake,38.9777763,-122.5579721,
United States of America,California,Lake,Clearlake Oaks,39.019862,-122.658176,406.104248
United States of America,California,Lake,Clearlake Riviera,38.9589037,-122.7459162,
United States of America,California,Lake,Clearlake Riviera,38.951195,-122.720676,831
United States of America,California,Lake,Cobb,38.835146,-122.722348,897.0316772
United States of America,California,Lake,Cobb,38.8709539,-122.7736029,
United States of America,California,Lake,Hidden Valley Lake,38.802968,-122.555113,330.7924805
United States of America,California,Lake,Kelseyville,38.972457,-122.831409,428.3527222
United States of America,California,Lake,Kelseyville,38.9890591,-122.8861893,
United States of America,California,Lake,Lakeport,39.0444878,-122.9563502,
United States of America,California,Lake,Lakeport,39.044865,-122.918383,413.6198425
United States of America,California,Lake,Lower Lake,38.8608718,-122.4595449,
United States of America,California,Lake,Lower Lake,38.909441,-122.608618,424.229187
United States of America,California,Lake,Lucerne,39.08779,-122.791108,409.189209
United States of America,California,Lake,Lucerne-Clearlake Oaks,39.1340251,-122.6684556,
United States of America,California,Lake,Middletown,38.7527742,-122.5571962,
United States of America,California,Lake,Middletown,38.752735,-122.616959,336.6870117
United States of America,California,Lake,Nice,39.126774,-122.850256,450.2583923
United States of America,California,Lake,North Lakeport,39.085461,-122.909345,510.4405823
United States of America,California,Lake,Soda Bay,39.002431,-122.779475,554
United States of America,California,Lake,Spring Valley,39.077676,-122.596764,632
United States of America,California,Lake,Upper Lake,39.155873,-122.905181,406.0428772
United States of America,California,Lake,Upper Lake-Nice,39.3331714,-122.898708,
United States of America,California,Lassen,Bieber,41.125133,-121.133602,1259
United States of America,California,Lassen,Big Valley,40.9102718,-121.1067052,
United States of America,California,Lassen,Clear Creek,40.302283,-121.053127,1539
United States of America,California,Lassen,Doyle,40.027485,-120.117287,1285
United States of America,California,Lassen,Herlong,40.141883,-120.139775,1232
United States of America,California,Lassen,Honey Lake,40.1324038,-120.152514,
United States of America,California,Lassen,Janesville,40.280909,-120.533545,1301
United States of America,California,Lassen,Johnstonville,40.378927,-120.584631,1263
United States of America,California,Lassen,Litchfield,40.387724,-120.380985,1484
United States of America,California,Lassen,Madeline Plains,40.8457377,-120.3222189,
United States of America,California,Lassen,Milford,40.163325,-120.368611,1234
United States of America,California,Lassen,Nubieber,41.096649,-121.181566,1255
United States of America,California,Lassen,Patton Village,40.140133,-120.177784,1228
United States of America,California,Lassen,Spaulding,40.655664,-120.786259,1577
United States of America,California,Lassen,Susanville,40.4032247,-120.5515526,
United States of America,California,Lassen,Susanville,40.417092,-120.646014,1276.265015
United States of America,California,Lassen,Westwood,40.305038,-121.003396,1557.506104
United States of America,California,Lassen,Westwood,40.5011553,-120.9674678,
United States of America,California,Los Angeles,Acton,34.472777,-118.183696,846.0354004
United States of America,California,Los Angeles,Agoura Hills,34.153365,-118.761805,282.4083557
United States of America,California,Los Angeles,Agoura Hills-Malibu,34.1533395,-118.7616764,
United States of America,California,Los Angeles,Agua Dulce,34.504433,-118.316024,1268
United States of America,California,Los Angeles,Alhambra,34.081859,-118.135052,137.256546
United States of America,California,Los Angeles,Alondra Park,33.890915,-118.334297,16.59879303
United States of America,California,Los Angeles,Altadena,34.188605,-118.134795,396.3233948
United States of America,California,Los Angeles,Arcadia,34.1318805,-118.0524685,149.9029694
United States of America,California,Los Angeles,Artesia,33.867215,-118.080622,16.2679882
United States of America,California,Los Angeles,Avalon,33.340941,-118.327821,7.060432434
United States of America,California,Los Angeles,Avocado Heights,34.03861,-118.004575,103.9363708
United States of America,California,Los Angeles,Azusa,34.130657,-117.906869,181.1357727
United States of America,California,Los Angeles,Baldwin Park,34.082809,-117.971677,107.7261124
United States of America,California,Los Angeles,Bell,33.978414,-118.182908,43.10371399
United States of America,California,Los Angeles,Bell Gardens,33.968181,-118.156039,37.61724854
United States of America,California,Los Angeles,Bellflower,33.888165,-118.127604,23.59479141
United States of America,California,Los Angeles,Beverly Hills,34.073109,-118.39946,77.42546844
United States of America,California,Los Angeles,Bradbury,34.149306,-117.974319,218.3731079
United States of America,California,Los Angeles,Burbank,34.166983,-118.326271,166.6317749
United States of America,California,Los Angeles,Calabasas,34.138363,-118.660917,374.6552734
United States of America,California,Los Angeles,Carson,33.8323005,-118.241574,7.47768116
United States of America,California,Los Angeles,Castaic,34.48178,-118.631647,581
United States of America,California,Los Angeles,Cerritos,33.877421,-118.051986,18.70941925
United States of America,California,Los Angeles,Charter Oak,34.101308,-117.857656,215.6853638
United States of America,California,Los Angeles,Citrus,34.114891,-117.891786,178.2752686
United States of America,California,Los Angeles,Claremont,34.110009,-117.719734,392.9340515
United States of America,California,Los Angeles,Commerce,33.9993215,-118.141764,48.01747131
United States of America,California,Los Angeles,Compton,33.885762,-118.21675,19.63382912
United States of America,California,Los Angeles,Covina,34.091609,-117.879193,182.0978699
United States of America,California,Los Angeles,Cudahy,33.964214,-118.182575,39.14126587
United States of America,California,Los Angeles,Culver City,34.007761,-118.400905,19.0700016
United States of America,California,Los Angeles,Del Aire,33.916138,-118.369282,30.31572151
United States of America,California,Los Angeles,Desert View Highlands,34.589738,-118.153512,829.8937378
United States of America,California,Los Angeles,Diamond Bar,34.001652,-117.820761,263.1564941
United States of America,California,Los Angeles,Downey,33.945394,-118.144279,35.78842545
United States of America,California,Los Angeles,Duarte,34.1663675,-117.9570935,664.1152954
United States of America,California,Los Angeles,East Compton,33.897748,-118.194093,21.46265221
United States of America,California,Los Angeles,East La Mirada,33.924403,-117.988975,68.12989044
United States of America,California,Los Angeles,East Los Angeles,34.0291595,-118.1561585,67.375
United States of America,California,Los Angeles,East Pasadena,34.140057,-118.07765,196.1304932
United States of America,California,Los Angeles,East Rancho Dominguez,33.894834,-118.195587,26
United States of America,California,Los Angeles,East San Gabriel,34.118374,-118.079838,150.7204895
United States of America,California,Los Angeles,East San Gabriel Valley,34.12142,-118.0798956,
United States of America,California,Los Angeles,El Monte,34.073529,-118.0314307,87.22888947
United States of America,California,Los Angeles,El Segundo,33.921313,-118.406233,46.89915466
United States of America,California,Los Angeles,Elizabeth Lake,34.658992,-118.378393,1179
United States of America,California,Los Angeles,Florence-Graham,33.979364,-118.244224,49.5045929
United States of America,California,Los Angeles,Gardena,33.8898935,-118.311771,15.37957764
United States of America,California,Los Angeles,Glendale,34.16691067,-118.2257137,291.9022522
United States of America,California,Los Angeles,Glendora,34.150282,-117.838351,315.0421448
United States of America,California,Los Angeles,Green Valley,34.617221,-118.405896,1329
United States of America,California,Los Angeles,Hacienda Heights,34.000578,-117.969434,118.2444839
United States of America,California,Los Angeles,Hasley Canyon,34.481776,-118.666579,662
United States of America,California,Los Angeles,Hawaiian Gardens,33.828565,-118.073646,8.647895813
United States of America,California,Los Angeles,Hawthorne,33.917214,-118.348607,20.2564373
United States of America,California,Los Angeles,Hermosa Beach,33.866314,-118.399681,21.03548431
United States of America,California,Los Angeles,Hidden Hills,34.167557,-118.660918,307.5308228
United States of America,California,Los Angeles,Huntington Park,33.985814,-118.227956,54.07664871
United States of America,California,Los Angeles,Industry,34.03121267,-118.0024203,85.00683594
United States of America,California,Los Angeles,Inglewood,33.9696905,-118.3602115,32.417099
United States of America,California,Los Angeles,Irwindale,34.112481,-117.96439,135.1193695
United States of America,California,Los Angeles,La Canada Flintridge,34.206858,-118.2092,420.1808777
United States of America,California,Los Angeles,La Crescenta-Montrose,34.227911,-118.231996,547.5866089
United States of America,California,Los Angeles,La Habra Heights,33.96412,-117.94609,268.4663086
United States of America,California,Los Angeles,La Mirada,33.90213,-118.009663,43.72080231
United States of America,California,Los Angeles,La Puente,34.03241,-117.955195,98.71427155
United States of America,California,Los Angeles,La Verne,34.1328345,-117.763452,434.7906799
United States of America,California,Los Angeles,Ladera Heights,33.988762,-118.374146,63.60251617
United States of America,California,Los Angeles,Lake Hughes,34.683252,-118.458904,1365
United States of America,California,Los Angeles,Lake Los Angeles,34.617665,-117.833678,805.149353
United States of America,California,Los Angeles,Lakewood,33.8528735,-118.1129125,15.96318531
United States of America,California,Los Angeles,Lancaster,34.6665615,-118.1740535,738.5776978
United States of America,California,Los Angeles,Lawndale,33.886764,-118.353556,17.51320457
United States of America,California,Los Angeles,Lennox,33.939813,-118.357482,23.30447388
United States of America,California,Los Angeles,Leona Valley,34.614652,-118.298931,1310
United States of America,California,Los Angeles,Littlerock,34.525056,-117.990048,876.0609741
United States of America,California,Los Angeles,Lomita,33.785329,-118.3122565,44.58677292
United States of America,California,Los Angeles,Long Beach,33.8184865,-118.18548,28.20433235
United States of America,California,Los Angeles,Long Beach-Lakewood,33.7857737,-118.162199,
United States of America,California,Los Angeles,Los Angeles,34.07571177,-118.3135033,78.59146881
United States of America,California,Los Angeles,Los Angeles,33.9958488,-118.3598178,
United States of America,California,Los Angeles,Lynwood,33.924642,-118.201862,26.33951187
United States of America,California,Los Angeles,Malibu,34.03045,-118.778612,88.9140625
United States of America,California,Los Angeles,Manhattan Beach,33.88898,-118.405357,49.56341553
United States of America,California,Los Angeles,Marina del Rey,33.979361,-118.452912,3.015313625
United States of America,California,Los Angeles,Mayflower Village,34.117837,-118.009486,114.5068741
United States of America,California,Los Angeles,Maywood,33.987864,-118.186553,46.45655441
United States of America,California,Los Angeles,Monrovia,34.163936,-117.9984095,262.4250488
United States of America,California,Los Angeles,Montebello,34.004213,-118.1164313,58.86478424
United States of America,California,Los Angeles,Monterey Park,34.044711,-118.140915,105.5480042
United States of America,California,Los Angeles,Newhall,34.373361,-118.5400404,
United States of America,California,Los Angeles,North Antelope Valley,34.7263065,-118.1775114,
United States of America,California,Los Angeles,North El Monte,34.102958,-118.023319,101.5020065
United States of America,California,Los Angeles,Norwalk,33.906914,-118.083398,28.37603951
United States of America,California,Los Angeles,Palmdale,34.613472,-118.0781375,772.6640015
United States of America,California,Los Angeles,Palos Verdes,33.7444613,-118.3870173,
United States of America,California,Los Angeles,Palos Verdes Estates,33.787049,-118.396657,276.8460388
United States of America,California,Los Angeles,Paramount,33.89264333,-118.1804817,21.46265221
United States of America,California,Los Angeles,Pasadena,34.1766095,-118.1726138,280.5734253
United States of America,California,Los Angeles,Pasadena,34.1712391,-118.1498992,
United States of America,California,Los Angeles,Pico Rivera,34.001729,-118.085008,53.8438797
United States of America,California,Los Angeles,Pomona,34.06076,-117.755886,263.9584351
United States of America,California,Los Angeles,Quartz Hill,34.64838,-118.219748,757.1018677
United States of America,California,Los Angeles,Rancho Palos Verdes,33.758216,-118.364256,376.8618469
United States of America,California,Los Angeles,Redondo Beach,33.8370835,-118.381098,34.79731369
United States of America,California,Los Angeles,Rolling Hills,33.75935,-118.34155,294.9653931
United States of America,California,Los Angeles,Rolling Hills Estates,33.773738,-118.360788,249.8611908
United States of America,California,Los Angeles,Rose Hills,34.009059,-118.041859,200
United States of America,California,Los Angeles,Rosemead,34.067887,-118.0752255,80.67005157
United States of America,California,Los Angeles,Rowland Heights,33.980962,-117.889791,158.371994
United States of America,California,Los Angeles,San Dimas,34.129297,-117.8036575,392.8940735
United States of America,California,Los Angeles,San Fernando,34.287251,-118.438836,332.3249817
United States of America,California,Los Angeles,San Fernando Valley,34.2495663,-118.4179218,
United States of America,California,Los Angeles,San Gabriel,34.1044595,-118.098555,138.8186798
United States of America,California,Los Angeles,San Marino,34.1182305,-118.1063215,165.5039215
United States of America,California,Los Angeles,San Pasqual,34.139218,-118.102516,235
United States of America,California,Los Angeles,Santa Clarita,34.418266,-118.463941,446.3166504
United States of America,California,Los Angeles,Santa Fe Springs,33.9357785,-118.0749755,40.35048294
United States of America,California,Los Angeles,Santa Monica,34.0122714,-118.4998283,
United States of America,California,Los Angeles,Santa Monica,34.022059,-118.481336,35.50432205
United States of America,California,Los Angeles,Sierra Madre,34.164806,-118.050907,266.7062988
United States of America,California,Los Angeles,Signal Hill,33.801817,-118.1705,54.00247574
United States of America,California,Los Angeles,Antelope Valley,34.7513712,-118.2522977,
United States of America,California,Los Angeles,South Bay Cities,33.8696728,-118.4052294,
United States of America,California,Los Angeles,South El Monte,34.04891,-118.048463,74.102005
United States of America,California,Los Angeles,South Gate,33.944264,-118.194903,32.74039078
United States of America,California,Los Angeles,South Monrovia Island,34.123434,-117.995859,132
United States of America,California,Los Angeles,South Pasadena,34.112958,-118.155778,198.7946625
United States of America,California,Los Angeles,South San Gabriel,34.04906,-118.09515,110.1705017
United States of America,California,Los Angeles,South San Jose Hills,34.011261,-117.904846,126.0143204
United States of America,California,Los Angeles,South Whittier,33.934724,-118.0308,50.09990692
United States of America,California,Los Angeles,Stevenson Ranch,34.38939,-118.588498,612
United States of America,California,Los Angeles,Sun Village,34.559622,-117.955584,885
United States of America,California,Los Angeles,Temple City,34.104733,-118.068648,123.7744522
United States of America,California,Los Angeles,Topanga,34.096428,-118.605277,712
United States of America,California,Los Angeles,Torrance,33.8304529,-118.3566183,
United States of America,California,Los Angeles,Torrance,33.84139567,-118.345634,27.84986115
United States of America,California,Los Angeles,Upper San Gabriel Valley,34.1146801,-118.0270005,
United States of America,California,Los Angeles,Val Verde,34.445211,-118.65724,363.0130615
United States of America,California,Los Angeles,Valinda,34.03776,-117.928939,117.5430145
United States of America,California,Los Angeles,Vernon,34.0083115,-118.2143495,56.45057297
United States of America,California,Los Angeles,View Park-Windsor Hills,33.993662,-118.34695,90.61612701
United States of America,California,Los Angeles,Vincent,34.098555,-117.924395,139.7304993
United States of America,California,Los Angeles,Walnut,34.027738,-117.860514,204.6855316
United States of America,California,Los Angeles,Walnut Park,33.968781,-118.22379,45.23734283
United States of America,California,Los Angeles,West Athens,33.922414,-118.301156,55.30886459
United States of America,California,Los Angeles,West Carson,33.826266,-118.292534,12.64234447
United States of America,California,Los Angeles,West Compton,33.894116,-118.266304,26.07762527
United States of America,California,Los Angeles,West Covina,34.05666,-117.918617,126.3191147
United States of America,California,Los Angeles,West Hollywood,34.087909,-118.37216,67.54473114
United States of America,California,Los Angeles,West Puente Valley,34.050838,-117.969783,97.93902588
United States of America,California,Los Angeles,West Rancho Dominguez,33.894508,-118.269728,38
United States of America,California,Los Angeles,West Whittier-Los Nietos,33.976113,-118.069,48.88498688
United States of America,California,Los Angeles,Westlake Village,34.141973,-118.819514,273.34729
United States of America,California,Los Angeles,Westmont,33.941514,-118.302306,65.83060455
United States of America,California,Los Angeles,Whittier,33.99577,-118.040073,211.2656708
United States of America,California,Los Angeles,Willowbrook,33.917515,-118.252705,26.96064949
United States of America,California,Madera,Ahwahnee,37.365227,-119.719301,970
United States of America,California,Madera,Bass Lake,37.328173,-119.566721,1208
United States of America,California,Madera,Bonadelle Ranchos-Madera Ranchos,36.9287765,-119.8852775,104.054451
United States of America,California,Madera,Chowchilla,37.0820179,-120.2474974,
United States of America,California,Madera,Chowchilla,37.117921,-120.261692,71.96555328
United States of America,California,Madera,Coarsegold,37.252636,-119.699954,971
United States of America,California,Madera,Fairmead,37.078388,-120.196159,81
United States of America,California,Madera,La Vina,36.879865,-120.114802,73
United States of America,California,Madera,Madera,37.035895,-119.9792976,
United States of America,California,Madera,Madera,36.963411,-120.067316,81.48197937
United States of America,California,Madera,Madera Acres,37.009271,-120.079922,83.47738647
United States of America,California,Madera,Madera Southeast,36.8838955,-119.9925738,
United States of America,California,Madera,Madera West,36.9193435,-120.3501354,
United States of America,California,Madera,Nipinnawasee,37.402948,-119.729259,1130
United States of America,California,Madera,Oakhurst,37.331487,-119.647915,689.1306763
United States of America,California,Madera,Oakhurst-North Fork,37.4246584,-119.4194905,
United States of America,California,Madera,Parksdale,36.943528,-120.021881,83.30628967
United States of America,California,Madera,Parkwood,36.934403,-120.05338,79.6531601
United States of America,California,Madera,Rolling Hills,36.904023,-119.796683,118
United States of America,California,Madera,Yosemite Lakes,37.1816,-119.771484,390.3918457
United States of America,California,Madera,Yosemite Lakes,37.2123505,-119.817397,
United States of America,California,Marin,Alto,37.905581,-122.518718,53
United States of America,California,Marin,Belvedere,37.874559,-122.465823,6.054947853
United States of America,California,Marin,Black Point-Green Point,38.109837,-122.503561,10.97237492
United States of America,California,Marin,Bolinas,37.8953941,-122.7057678,
United States of America,California,Marin,Bolinas,37.902426,-122.699503,57.39638519
United States of America,California,Marin,Corte Madera,37.924075,-122.516942,12.02781487
United States of America,California,Marin,Dillon Beach,38.237548,-122.961637,9.910319328
United States of America,California,Marin,Fairfax,37.986023,-122.592823,38.90683746
United States of America,California,Marin,Inverness,38.092984,-122.848432,28.56497002
United States of America,California,Marin,Kentfield,37.9393245,-122.551529,198.5255127
United States of America,California,Marin,Lagunitas-Forest Knolls,38.015064,-122.693874,75.9352417
United States of America,California,Marin,Larkspur,37.931966,-122.5390765,37.30260086
United States of America,California,Marin,Lucas Valley-Marinwood,38.027989,-122.562783,42.32199478
United States of America,California,Marin,Marin City,37.871156,-122.513735,17
United States of America,California,Marin,Mill Valley,37.9159915,-122.548243,155.463028
United States of America,California,Marin,Muir Beach,37.863804,-122.581336,105.6321793
United States of America,California,Marin,Nicasio,38.060621,-122.700821,62
United States of America,California,Marin,Northwest Marin,38.1073839,-122.8644884,
United States of America,California,Marin,Novato,38.08984067,-122.5517763,4.484644413
United States of America,California,Marin,Novato,38.0982314,-122.5402875,
United States of America,California,Marin,Point Reyes Station,38.073344,-122.806022,24.02040863
United States of America,California,Marin,Ross,37.962673,-122.55809,9.244499207
United States of America,California,Marin,Ross Valley,37.9613104,-122.5862388,
United States of America,California,Marin,San Anselmo,37.980073,-122.568123,24.74902916
United States of America,California,Marin,San Geronimo,38.012322,-122.666094,90.71191406
United States of America,California,Marin,San Rafael,37.983256,-122.523694,26.39631462
United States of America,California,Marin,San Rafael,38.0020754,-122.4891174,
United States of America,California,Marin,Santa Venetia,38.008923,-122.518332,22.16660118
United States of America,California,Marin,Sausalito,37.8562425,-122.497536,139.5353241
United States of America,California,Marin,Sleepy Hollow,38.012035,-122.587607,390
United States of America,California,Marin,Southeast Marin,37.8939369,-122.494206,
United States of America,California,Marin,Stinson Beach,37.90262,-122.64544,38.37350464
United States of America,California,Marin,Strawberry,37.894576,-122.508355,37.17644882
United States of America,California,Marin,Tamalpais-Homestead Valley,37.888526,-122.539609,106.3739243
United States of America,California,Marin,Tiburon,37.88988,-122.466421,138.163147
United States of America,California,Marin,Tomales,38.245809,-122.905377,26.3003788
United States of America,California,Marin,Woodacre,38.0062305,-122.6271325,271.8526611
United States of America,California,Mariposa,Bear Valley,37.567072,-120.122966,699
United States of America,California,Mariposa,Bootjack,37.460216,-119.882591,662.8630371
United States of America,California,Mariposa,Buck Meadows,37.812609,-120.065303,974
United States of America,California,Mariposa,Catheys Valley,37.437131,-120.093615,418
United States of America,California,Mariposa,Coulterville,37.6729487,-120.1089266,
United States of America,California,Mariposa,Coultervillle,37.710562,-120.199119,705
United States of America,California,Mariposa,El Portal,37.6737,-119.79063,955
United States of America,California,Mariposa,Fish Camp,37.479671,-119.637345,1644
United States of America,California,Mariposa,Greeley Hill,37.756917,-120.129081,1042
United States of America,California,Mariposa,Hornitos,37.503387,-120.241967,307
United States of America,California,Mariposa,Lake Don Pedro,37.645997,-120.336567,314
United States of America,California,Mariposa,Mariposa,37.487379,-119.96846,602.8920898
United States of America,California,Mariposa,Mariposa,37.4650292,-119.9952487,
United States of America,California,Mariposa,Midpines,37.553066,-119.948427,1191
United States of America,California,Mariposa,Wawona,37.548232,-119.639612,2141
United States of America,California,Mariposa,Yosemite Valley,37.6979738,-119.5740176,
United States of America,California,Mariposa,Yosemite Valley,37.743324,-119.575724,1213.884521
United States of America,California,Mendocino,Albion,39.225588,-123.756472,117
United States of America,California,Mendocino,Anchor Bay,38.812653,-123.570266,315
United States of America,California,Mendocino,Boonville,39.011474,-123.374043,104
United States of America,California,Mendocino,Brooktrails,39.442877,-123.396261,734
United States of America,California,Mendocino,Calpella,39.232209,-123.197038,257
United States of America,California,Mendocino,Caspar,39.363062,-123.804193,39
United States of America,California,Mendocino,Cleone,39.492723,-123.781297,3
United States of America,California,Mendocino,Comptche,39.265134,-123.589714,114
United States of America,California,Mendocino,Covelo,39.805632,-123.255254,426.4733582
United States of America,California,Mendocino,Covelo,39.7629881,-123.1572763,
United States of America,California,Mendocino,Fort Bragg,39.4689165,-123.6955963,
United States of America,California,Mendocino,Fort Bragg,39.442155,-123.802463,28.22949409
United States of America,California,Mendocino,Hopland,38.969054,-123.117278,151
United States of America,California,Mendocino,Hopland,38.9359453,-123.1199446,
United States of America,California,Mendocino,Laytonville,39.674818,-123.488757,497.1048279
United States of America,California,Mendocino,Laytonville-Leggett,39.7964656,-123.66861,
United States of America,California,Mendocino,Leggett,39.863539,-123.725174,392
United States of America,California,Mendocino,Little River,39.270285,-123.78175,35
United States of America,California,Mendocino,Manchester,38.974384,-123.69096,14
United States of America,California,Mendocino,Mendocino,39.1841904,-123.6082198,
United States of America,California,Mendocino,Mendocino,39.308179,-123.796064,47.29243469
United States of America,California,Mendocino,Philo,39.065712,-123.445303,67
United States of America,California,Mendocino,Point Arena,38.913118,-123.695342,70.11732483
United States of America,California,Mendocino,Point Arena,38.9140091,-123.5449,
United States of America,California,Mendocino,Potter Valley,39.319044,-123.112244,301
United States of America,California,Mendocino,Redwood Valley,39.268995,-123.202338,241
United States of America,California,Mendocino,Redwood Valley-Potter Valley,39.3038904,-123.2232878,
United States of America,California,Mendocino,Talmage,39.132846,-123.163952,191.8196259
United States of America,California,Mendocino,Ukiah,39.1262918,-123.2195965,
United States of America,California,Mendocino,Ukiah,39.148761,-123.208612,194.3588409
United States of America,California,Mendocino,Willits,39.445716,-123.3642385,
United States of America,California,Mendocino,Willits,39.404357,-123.350947,419.3853149
United States of America,California,Merced,Atwater,37.3509005,-120.588538,48.7743187
United States of America,California,Merced,Atwater,37.3798852,-120.5678527,
United States of America,California,Merced,Ballico,37.451916,-120.703707,49
United States of America,California,Merced,Bear Creek,37.2966,-120.417675,60
United States of America,California,Merced,Cressey,37.421029,-120.655689,39
United States of America,California,Merced,Delhi,37.431649,-120.780832,35.45262527
United States of America,California,Merced,Dos Palos,37.0356033,-120.6435648,
United States of America,California,Merced,Dos Palos,36.986444,-120.631989,35.78042603
United States of America,California,Merced,Dos Palos Y,37.046766,-120.639473,33
United States of America,California,Merced,El Nido,37.132376,-120.49855,41
United States of America,California,Merced,Franklin,37.327738,-120.532184,52
United States of America,California,Merced,Gustine,37.2000819,-120.9591276,
United States of America,California,Merced,Gustine,37.253867,-121.001101,30.58795547
United States of America,California,Merced,Hilmar-Irwin,37.373197,-120.8887066,
United States of America,California,Merced,Hilmar-Irwin,37.408385,-120.850712,28.13733292
United States of America,California,Merced,Le Grand,37.229177,-120.249938,76.83805084
United States of America,California,Merced,Livingston,37.38453,-120.721582,40.34247971
United States of America,California,Merced,Livingston-Delhi,37.3990116,-120.7314598,
United States of America,California,Merced,Los Banos,37.062356,-120.844174,35.48562241
United States of America,California,Merced,Los Banos,36.9556144,-120.9829041,
United States of America,California,Merced,McSwain,37.314545,-120.58674,49
United States of America,California,Merced,Merced,37.223493,-120.5523776,
United States of America,California,Merced,Merced,37.305977,-120.477916,52.5626297
United States of America,California,Merced,Planada,37.290596,-120.318929,69.29283142
United States of America,California,Merced,Planada-Le Grand,37.2845679,-120.2702772,
United States of America,California,Merced,Santa Nella,37.101437,-121.015365,45
United States of America,California,Merced,Snelling,37.5102371,-120.460899,
United States of America,California,Merced,Snelling,37.521662,-120.438498,94
United States of America,California,Merced,South Dos Palos,36.965929,-120.652477,35.78042603
United States of America,California,Merced,Stevinson,37.324664,-120.849664,29
United States of America,California,Merced,Tuttle,37.296507,-120.378867,63
United States of America,California,Merced,University of California Merced,37.370349,-120.420668,83
United States of America,California,Merced,Volta,37.087502,-120.923459,31
United States of America,California,Merced,Winton,37.388556,-120.614345,53.46004105
United States of America,California,Modoc,Adin,41.196423,-120.949426,1456
United States of America,California,Modoc,Adin-Lookout,41.3117069,-121.1804989,
United States of America,California,Modoc,Alturas,41.6379522,-120.6933431,
United States of America,California,Modoc,Alturas,41.488814,-120.545935,1332.244263
